FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
두정구름약국,충남 천안시 서북구 봉정로 356 1층,월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일),,,36.83359146,127.1457977
정성약국,부산 동구 정공단로 35,월(9/16) 추석 연휴 휴무 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),0507-1329-4298,https://blog.naver.com/hotak116,35.13581848,129.0546112
광교마트약국,경기도 수원시 영통구 광교로 191 (이의동),매일 10:00 - 21:00 ,0507-1456-8328,,37.29634857,127.0469513
나무약국,경기도 고양시 일산동구 일산로297번길 46-1 (마두동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 17:00 | 일 정기휴무 (매주 일요일),031-932-6102,,37.64235687,126.7878799
공약국,전남 광양시 중마중앙로 81 1층 공약국,월 08:30 - 22:00 | 화 08:30 - 22:00 | 수 08:30 - 22:00 | 목 08:30 - 22:00 | 금 08:30 - 22:00 | 토 08:30 - 22:00 | 일 10:00 - 22:00 | 13:00 - 14:00 휴게시간,061-794-0911,,34.93743134,127.6977386
바다약국,경기도 이천시 장호원읍 이선룡로 16,월(9/16) 추석 연휴 휴무 | 화 08:00 - 18:00 | 수 08:00 - 18:00 | 목 08:00 - 18:00 | 금 08:00 - 18:00 | 토 08:00 - 13:30 | 일 정기휴무 (매주 일요일),031-8011-0012,,37.11947632,127.6279831
리본약국,경기 군포시 산본로323번길 15 동산빌딩,매일 09:00 - 22:00 ,0507-1327-9064,https://blog.naver.com/codud0501,37.35863876,126.932251
조은온누리약국,경남 창원시 성산구 대암로 40-14 동양람세스빌딩 1층 104호,월(9/16) 추석 연휴09:00 - 15:00 | 화 08:30 - 21:00 | 수 08:30 - 21:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 08:30 - 16:00 | 일 정기휴무 (매주 일요일),055-261-1004,,35.21369553,128.7008362
별빛약국,경기도 하남시 하남대로802번길 5-4 (신장동),월 09:00 - 18:30 | 화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),031-793-8370,,37.54140091,127.2087555
부평수약국,인천 부평구 경원대로 1366 1층 105호,월(9/16) 추석 연휴 휴무 | 화 09:30 - 19:00 | 수 09:30 - 19:00 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 15:30 | 일 정기휴무 (매주 일요일),032-710-4770,,37.49098587,126.7206345
명일열린메디컬약국,서울특별시 강동구 양재대로 1625 (천호동),월(9/16) 추석 연휴 휴무 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:30 | 금 08:30 - 20:00 | 토 08:00 - 15:00 | 일 정기휴무 (매주 일요일),02-484-8882,https://www.instagram.com/openmedical_pharm,37.55057526,127.1435165
더센트럴약국,광주 서구 죽봉대로 62 102호,월 08:20 - 20:00 | 화 08:20 - 19:30 | 수 08:20 - 19:30 | 목 08:20 - 20:00 | 금 08:20 - 19:30 | 토 08:20 - 15:30 | 일 정기휴무 (매주 일요일),0507-1440-8809,,35.15880203,126.8837967
햇살약국,"경기도 수원시 영통구 권광로260번길 36 (매탄동, 현대힐스테이트아파트)",,,,37.27213669,127.0419159
스타온누리약국,경기도 시흥시 황고개로 528 (장곡동),,031-315-1233,,37.37792587,126.789238
일층약국,경남 김해시 구산로 33,,055-724-1988,,35.24904633,128.8722992
현대약국,경남 거창군 거창읍 거창대로 58,매일 08:00 - 21:00 ,0507-1369-0388,,35.68682098,127.9164581
365화목약국,광주 동구 독립로264번길 2 365화목약국,매일 08:00 - 21:00 ,0502-1902-3378,https://blog.naver.com/365hwamokpharmacy,35.15459824,126.9113312
스타약국,인천 부평구 부흥로 393 1층(부개동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),0507-1354-9858,,37.49808121,126.7355118
나비약국,충남 천안시 서북구 동서대로 135 에스앤제이빌딩 102호 나비약국,월 09:00 - 20:30 | 화 09:00 - 20:30 | 수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 16:30 | 일 14:00 - 18:00,041-556-0406,,36.82613373,127.1383743
샤인약국,서울특별시 강남구 압구정로50길 11 (신사동),월 10:00 - 20:30 | 화 10:00 - 20:30 | 수 10:00 - 19:30 | 목 10:00 - 20:30 | 금 10:00 - 21:00 | 토 10:20 - 19:00 | 일 13:50 - 19:00,02-6958-5937,https://blog.naver.com/shinepharmacy,37.52746964,127.0381851
라파약국,경기 양주시 고읍남로 2 108,월 08:00 - 20:00 | 화 08:00 - 20:00 | 수 08:00 - 20:00 | 목 08:00 - 20:00 | 금 08:00 - 20:00 | 토 08:00 - 15:00 | 일 정기휴무 (매주 일요일),031-843-7575,,37.79598236,127.0803909
한티참약국,서울특별시 강남구 선릉로 305 (역삼동),매일 08:30 - 21:00 ,0507-1378-4570,,37.49665451,127.0524139
미소약국,경남 양산시 물금읍 황산로 647,월(9/16) 추석 연휴 휴무 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 15:30 | 일 정기휴무 (매주 일요일),055-364-5878,https://blog.naver.com/misopharm66,35.32912064,129.0043945
면목이화온누리약국,"서울특별시 중랑구 겸재로 201 (면목동, 봄작시티 201)",월(9/16) 추석 연휴 휴무 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 14:00 | 일 정기휴무 (매주 일요일),0507-1304-3155,,37.58914948,127.0900574
밝은 현약국,경기도 남양주시 와부읍 덕소로97번길 67,월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일),031-576-1016,,37.58833694,127.2189636
신백제약국,서울특별시 종로구 대학로2길 25 (효제동),"월(9/16) 10:30 - 18:00 | 화 08:30 - 19:30 | 수 08:30 - 19:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 19:00 | 일(9/15) 정기휴무 (매달 1, 3번째 일요일)",02-745-8491,https://blog.naver.com/shinbaekjae_pharm,37.57131577,127.0048981
봄약국,"서울특별시 마포구 백범로31길 8 (공덕동, 공덕 SK 리더스뷰)",월(9/16) 추석 연휴 휴무 | 화 09:30 - 19:00 | 수 09:30 - 19:30 | 목 09:30 - 19:00 | 금 09:30 - 19:00 | 토 09:30 - 15:00 | 일 정기휴무 (매주 일요일),0507-1378-6380,https://blog.naver.com/ccm1113,37.54499435,126.9493332
포도나무약국,부산 수영구 남천동로 36,,051-622-1772,,35.1411972,129.1116638
센트럴종로약국,경기도 고양시 일산동구 중산로 67 (중산동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-975-3010,,37.67810822,126.7819519
서울밝은약국,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오)",월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),02-408-1223,,37.47968674,127.1249771
원약국,서울특별시 광진구 아차산로 229 (화양동),월(9/16) 추석 연휴 휴무 | 화 09:30 - 20:00 | 수 10:00 - 19:00 | 목 09:30 - 20:00 | 금 09:30 - 20:00 | 토 09:30 - 15:00 | 일 정기휴무 (매주 일요일),02-468-8797,,37.54080963,127.0689926
마이온누리약국,"경기 남양주시 다산중앙로145번길 15 신해센트럴타워II,",월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),031-562-5888,,37.62539673,127.1508102
하이약국,경기도 안양시 만안구 안양로 330-1 (안양동),월(9/16) 추석 연휴09:30 - 16:00 | 화 09:30 - 21:00 | 수 09:30 - 19:30 | 목 09:30 - 19:30 | 금 09:30 - 21:00 | 토 09:30 - 15:30 | 일 정기휴무 (매주 일요일),,,37.40133286,126.9196701
향남대형약국,경기도 화성시 향남읍 상신하길로298번길 11,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),070-7630-7128,,37.11476135,126.9110489
덕은온누리약국,경기도 고양시 덕양구 으뜸로 130 (덕은동),월(9/16) 추석 연휴10:30 - 16:00 | 화 08:30 - 20:30 | 수 08:30 - 20:30 | 목 08:30 - 20:30 | 금 08:30 - 20:30 | 토 08:30 - 18:00 | 일 10:00 - 16:00,0507-1302-8276,,37.57945251,126.8706131
치즈약국,대구 중구 동덕로 99,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),053-421-1119,,35.86372757,128.602478
메디팜약수약국,인천 서구 서달로123번길 3 1층,월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:30 | 수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,032-574-6815,https://www.instagram.com/choistar60,37.509552,126.6781158
행복나무약국,"서울특별시 강서구 강서로10길 193 (화곡동, 향목그라비스아파트)",월(9/16) 추석 연휴 휴무 | 화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),02-2065-8864,,37.54335022,126.8383026
오케이약국,경기도 의정부시 경의로 107 (의정부동),월(9/16) 추석 연휴 휴무 | 화 08:50 - 19:00 | 수 08:50 - 19:00 | 목 08:50 - 19:00 | 금 08:50 - 19:00 | 토 08:50 - 14:00 | 일 정기휴무 (매주 일요일),031-836-6321,,37.73339081,127.0475464
밝은365약국,대전 서구 대덕대로 222 강남프라자 1층 106호 밝은365약국,매일 08:30 - 02:30 ,0507-1393-4560,,36.35235977,127.3797302
나이스약국,서울특별시 서초구 강남대로 421 (서초동),월(9/16) 추석 연휴10:00 - 18:00 | 화 10:00 - 21:00 | 수 10:00 - 21:00 | 목 10:00 - 21:00 | 금 10:00 - 21:00 | 토 10:00 - 18:00 | 일 정기휴무 (매주 일요일),02-594-0503,https://blog.naver.com/choijw88,37.50008774,127.0261612
다온약국,경기 하남시 감일백제로180번길 9 호평프라자,월(9/16) 추석 연휴 휴무 | 화 08:30 - 20:30 | 수 08:30 - 20:00 | 목 08:30 - 20:30 | 금 08:30 - 20:00 | 토 08:30 - 14:00 | 일 09:00 - 14:00,0507-1461-1809,,37.50873184,127.1542664
레몬약국,광주 서구 상무평화로 78,월(9/16) 추석 연휴 휴무 | 화 08:40 - 19:00 | 수 08:40 - 19:00 | 목 08:40 - 21:00 | 금 08:40 - 19:00 | 토 08:40 - 15:00 | 일 정기휴무 (매주 일요일),062-376-3622,,35.14780045,126.8476639
더불어약국,경기도 고양시 덕양구 삼송로 190-5 (삼송동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),02-371-0180,,37.6529808,126.8948975
가산행운약국,서울특별시 금천구 디지털로10길 78 (가산동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),0507-1443-5755,,37.47453308,126.8896179
굿모닝약국,경기도 의왕시 부곡중앙남3길 2 (삼동),,031-462-9201,,37.32077026,126.9508896
다온약국,경기 김포시 중봉로 15 청담메디칼빌딩,월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),0507-1357-9678,,37.62369919,126.6969528
우리힐약국,전남 목포시 옥암로 77-1 1층,월 09:00 - 17:30 | 화 09:00 - 17:30 | 수 09:00 - 17:30 | 목 09:00 - 17:30 | 금 09:00 - 17:30 | 토 09:00 - 12:30 | 일 정기휴무 (매주 일요일),061-276-3939,,34.80612564,126.4269257
자이약국,경기도 안산시 상록구 해양1로 199 (사동),월 10:00 - 22:00 | 화 10:00 - 22:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:00 - 22:00 | 일 정기휴무 (매주 일요일),031-407-4324,,37.2820015,126.8283539
휴베이스 사랑약국,"경기도 수원시 권선구 권광로 145 (권선동, 이오스 오피스텔)",월 09:30 - 21:30 | 화 09:30 - 21:30 | 수 09:30 - 21:30 | 목 09:30 - 21:30 | 금 09:30 - 21:30 | 토 09:30 - 21:30 | 일 정기휴무 (매주 일요일),0507-1423-1007,,37.26078033,127.0310593
신논현비비약국,서울 강남구 강남대로 476 어반하이브,,02-542-8559,,37.50490952,127.0247879
일등약국,서울특별시 양천구 목동중앙북로20길 21 (목동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일),02-6084-7334,,37.54848099,126.8661575
라임약국,"서울특별시 용산구 백범로90길 38 (문배동, 프라임펠리스)",월(9/16) 추석 연휴10:00 - 19:00 | 화 08:30 - 21:00 | 수 08:30 - 21:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 10:00 - 19:00 | 일 10:00 - 19:00,0507-1344-5632,https://www.instagram.com/jim.park.88,37.53668976,126.9695435
가족약국,충남 논산시 중앙로480번길 19,,041-735-0715,,36.20671082,127.0856476
정한약국,서울특별시 동작구 노량진로20길 22 (본동),월(9/16) 추석 연휴 휴무 | 화 11:00 - 19:30 | 수 11:00 - 19:30 | 목 11:00 - 19:30 | 금 11:00 - 19:30 | 토 12:00 - 18:00 | 일 정기휴무 (매주 일요일),0507-1496-5504,,37.51289368,126.928154
동구미이마트약국,경북 구미시 이계북로 23 이마트내 1층,매일 10:30 - 21:30 ,054-472-2772,https://coconutz.kr/2072,36.10632706,128.4041748
완산종로약국,"전북 전주시 완산구 당산로 96 1층 108, 109호",월(9/16) 추석 연휴 휴무 | 화 08:30 - 18:00 | 수 08:30 - 18:00 | 목 08:30 - 18:00 | 금 08:30 - 18:00 | 토 08:30 - 13:00 | 일 정기휴무 (매주 일요일),0507-1429-1574,https://blog.naver.com/ekdtksfh96,35.83194351,127.1187973
천사약국,경기도 수원시 팔달구 경수대로 423 (인계동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일),031-222-2630,,37.26405716,127.0250473
미르약국,대구 달성군 옥포읍 돌미상업로1길 2,월(9/16) 추석 연휴09:00 - 13:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간 | 12:30 - 14:00 휴게시간,053-615-3357,,35.78220749,128.4417877
나눔약국,제주 제주시 애월읍 하광로 12 노트르담 101호 나눔약국,월(9/16) 추석 연휴 휴무 | 화 08:30 - 18:30 | 수 08:30 - 18:30 | 목 08:30 - 18:30 | 금 08:30 - 18:30 | 토 08:30 - 13:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,0507-1397-2298,,33.48418045,126.4114151
제일종합약국,전북 익산시 하나로 434,월 08:00 - 19:00 | 화 08:00 - 19:00 | 수 08:00 - 19:00 | 목 08:00 - 19:00 | 금 08:00 - 19:00 | 토 08:00 - 13:00 | 일 정기휴무 (매주 일요일),063-832-8600,,35.9592247,126.981926
선화약국,경기도 성남시 분당구 대왕판교로 477 (판교동),월(9/16) 추석 연휴10:00 - 21:00 | 화 09:30 - 21:00 | 수 09:30 - 21:00 | 목 09:30 - 21:00 | 금 09:30 - 21:00 | 토 10:00 - 21:00 | 일 11:00 - 20:00,0507-1390-9766,,37.40573883,127.1269226
루원참조은약국,인천 서구 가정로 406 루원지웰푸르지오 상가 A동 3층 304호,월(9/16) 추석 연휴 휴무 | 화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),032-575-7727,,37.52146149,126.6739502
호호약국,경기도 안성시 공도읍 송원길 23,월(9/16) 추석 연휴10:00 - 20:00 | 화 정기휴무 (매주 화요일) | 수 10:00 - 20:00 | 목 10:00 - 20:00 | 금 10:00 - 20:00 | 토 10:00 - 20:00 | 일 10:00 - 20:00,031-653-6396,,37.00751495,127.1725693
세천푸른약국,대구 달성군 다사읍 세천북로 5,월(9/16) 추석 연휴10:00 - 20:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),0507-1403-0412,,35.87514114,128.478653
세민약국,경기 평택시 탄현로 335 좌측건물1층,월 09:00 - 19:30 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 13:30 | 일 정기휴무 (매주 일요일),031-611-7378,,37.08215714,127.0563049
새빛약국,경기도 군포시 광정로 68 (산본동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),031-393-6532,,37.35925293,126.930397
원종고래약국,"경기도 부천시 오정구 원종로94번길 41 (원종동, 한영빌라)",월 08:30 - 20:00 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 15:00 | 일 정기휴무 (매주 일요일),0507-1479-7339,,37.52426147,126.8044662
숲약국,"서울특별시 서초구 잠원로 148 (잠원동, 잠원연합상가)",월(9/16) 추석 연휴10:00 - 14:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),0507-1337-4958,http://instagram.com/soop_pharmacy,37.51626587,127.0100632
광동약국,경남 김해시 진영로 152,,,,35.30318832,128.7295837
간석약국,"인천 남동구 석정로 518 1층, 엘레베이터 앞 간석약국",월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 09:00 - 18:00,032-439-4578,,37.46550751,126.6932297
건강약국,부산 남구 용호로 129,,051-611-1249,,35.1206398,129.1123657
왕온누리약국,서울 영등포구 영중로24길 4 왕온누리약국,,02-2679-0316,,37.52207947,126.9055328
새종로약국,서울특별시 종로구 율곡로 202 (연건동),월(9/16) 추석 연휴10:00 - 19:00 | 화 09:00 - 20:30 | 수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 19:00 | 일 10:00 - 19:00,02-3672-8558,https://blog.naver.com/newjongno1992,37.5711441,126.9999466
청담약국,제주 제주시 노형로 378 101호,월 08:30 - 19:30 | 화 08:30 - 19:00 | 수 08:30 - 18:30 | 목 08:30 - 19:30 | 금 08:30 - 19:30 | 토 08:30 - 15:30 | 일 정기휴무 (매주 일요일),064-747-2091,,33.48358917,126.4763031
새봄약국,경기도 군포시 광정로 78 (산본동),,031-392-3700,,37.36000824,126.9297714
두리약국,인천 서구 청라커낼로260번길 11 1층 두리약국,월(9/16) 추석 연휴09:00 - 13:00 | 화 09:00 - 22:00 | 수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 22:00 | 일 정기휴무 (매주 일요일),0507-1382-2253,https://blog.naver.com/duripharmacy,37.5321579,126.6457214
퍼스트하늘약국,경기도 수원시 권선구 곡반정로 160 (곡반정동),월(9/16) 추석 연휴 휴무 | 화 08:30 - 21:00 | 수 08:30 - 21:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 08:30 - 18:00 | 일 정기휴무 (매주 일요일),031-302-8055,https://blog.naver.com/firsky1,37.24174118,127.0341644
산들약국,서울특별시 영등포구 영신로34길 10 (영등포동4가),월(9/16) 추석 연휴 휴무 | 화 08:30 - 17:50 | 수 08:30 - 17:50 | 목 08:30 - 17:50 | 금 08:30 - 17:50 | 토 08:30 - 13:30 | 일 정기휴무 (매주 일요일),0507-1343-5557,,37.51978302,126.9019699
증산약국,강원 정선군 남면 무릉1로 101 증산약국,월(9/16) 추석 연휴09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 19:00 | 일 09:00 - 19:00,0507-1340-0659,,37.24530792,128.7761688
스타약국,충북 충주시 남산로 73,,043-855-0966,,36.96183395,127.9403534
새싹약국,경기도 수원시 장안구 장안로 271 (정자동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일),031-308-0012,,37.30696106,126.9893646
민들레약국,서울특별시 은평구 응암로 179-2 (응암동),,0507-1358-8552,,37.58805466,126.9163818
동탄하나약국,경기도 화성시 동탄공원로3길 36-13 (반송동),월(9/16) 추석 연휴 휴무 | 화 08:00 - 20:00 | 수 08:00 - 20:00 | 목 08:00 - 20:00 | 금 08:00 - 20:00 | 토 08:00 - 19:00 | 일 정기휴무 (매주 일요일),070-4143-2700,,37.20822906,127.0624466
늘봄약국,경기도 남양주시 경춘로 1346 (평내동),월 09:00 - 18:30 | 화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 13:30 | 일 정기휴무 (매주 일요일),0507-1344-7593,,37.65226746,127.2410889
365 백세약국,충북 증평군 증평읍 중동길 12,매일 08:00 - 21:30 ,0507-1387-3575,,36.78396225,127.5829086
위례조은약국,경기도 성남시 수정구 위례광장로 19 (창곡동),,,,37.46569061,127.1404419
훈훈약국,부산 강서구 명지국제8로 230 1층,월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 19:00 | 목 09:00 - 20:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),0507-1329-0427,,35.09791565,128.9178925
신곡코코약국,경기 의정부시 금신로 308 라온프라자,월(9/16) 추석 연휴09:00 - 14:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 09:00 - 14:00,070-4212-9844,,37.74467087,127.0636902
별하약국,인천 부평구 시장로 48 108호,월(9/16) 추석 연휴 휴무 | 화 08:00 - 19:00 | 수 08:00 - 19:00 | 목 08:00 - 19:00 | 금 08:00 - 19:00 | 토 08:00 - 15:30 | 일 정기휴무 (매주 일요일),0507-1381-1513,,37.49469757,126.7272491
약선당약국,경기도 용인시 기흥구 동백죽전대로 444 (중동),,031-8067-5235,,37.27799606,127.1515961
1층바로약국,인천 미추홀구 경인로 372 1017호,월(9/16) 추석 연휴08:00 - 15:00 | 화 08:10 - 19:30 | 수 08:10 - 19:30 | 목 08:10 - 19:30 | 금 08:10 - 20:00 | 토 08:00 - 19:00 | 일 09:00 - 16:00,0507-1361-2990,,37.45801926,126.68116
드래곤약국,부산 북구 금곡대로 287 102호,월 09:00 - 20:00 | 화 09:00 - 19:30 | 수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정보없음,070-7576-1363,,35.23418427,129.0133057
평촌하늘약국,경기도 안양시 동안구 관평로182번길 54 (관양동),월(9/16) 추석 연휴 휴무 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 19:00 | 금 08:30 - 20:00 | 토 08:30 - 17:00 | 일 정기휴무 (매주 일요일),031-385-1649,,37.39385986,126.9632721
다솜약국,부산 해운대구 선수촌로 66 1층 다솜약국,,0507-1418-1475,,35.19938278,129.1191559
오산약국,경기도 양주시 백석읍 권율로 1345-1,월(9/16) 추석 연휴10:00 - 16:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일),031-829-0163,,37.80511475,126.9740372
세종바름약국,세종 한누리대로 1844 행복드림타워 116호,월(9/16) 추석 연휴 휴무 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 13:30 | 일 정기휴무 (매주 일요일),0507-1376-3258,,36.49788666,127.309906
연분홍약국,경기도 남양주시 화도읍 경춘로1876번길 3,월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-594-5888,,37.65238571,127.2970123
지성약국,경기도 시흥시 배곧4로 32-27 (배곧동),월(9/16) 추석 연휴 휴무 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간 | 13:00 - 14:00 휴게시간,031-319-1065,,37.37768936,126.725563
365열린약국,충남 천안시 서북구 쌍용대로 348 102호,매일 10:00 - 21:00 ,0507-1340-2968,,36.82837296,127.1380157
